优先级,助手分层,是否需审核,桶,子类,API（助手显示名优先）,id,命名空间/类,方法,子方法,调用形态,文档availability(api.sqlite),助手availability,GP实测,UI实测,本次判定,运行时真名,运行时近似名,其它UI状态命中,助手标记未被官方lua使用,助手用法摘要,助手备注首条,助手人工验证,证据,建议动作
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属被标 Both（原生）,FeatureGenerator.AddJunglesAtPlot,A-FeatureGeneratorAddJunglesAtPlot,FeatureGenerator,AddJunglesAtPlot,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属被标 Both（原生）,FeatureGenerator.AddMarshAtPlot,A-FeatureGeneratorAddMarshAtPlot,FeatureGenerator,AddMarshAtPlot,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属被标 Both（原生）,FeatureGenerator.AddReefAtPlot,A-FeatureGeneratorAddReefAtPlot,FeatureGenerator,AddReefAtPlot,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属被标 Both（原生）,FeatureGenerator.Create,A-FeatureGeneratorCreate,FeatureGenerator,Create,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属被标 Both（原生）,FeatureGenerator.GetNumberAdjacentVolcanoes,Q-FeatureGeneratorGetNumberAdjacentVolcanoes,FeatureGenerator,GetNumberAdjacentVolcanoes,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属被标 Both（原生）,GenerationalInstanceManager,C-GenerationalInstanceManager,GenerationalInstanceManager,,,Colon (Instance),Both,,nil/否,table/是,文档偏宽：GP 未见,,,,,,,,GP=nil（该上下文不存在此面）　UI=table,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属被标 Both（原生）,GenerationalInstanceManager.BuildInstance,A-GenerationalInstanceManagerBuildInstance,GenerationalInstanceManager,BuildInstance,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属被标 Both（原生）,GenerationalInstanceManager.GetInstance,Q-GenerationalInstanceManagerGetInstance,GenerationalInstanceManager,GetInstance,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属被标 Both（原生）,GenerationalInstanceManager.ResetInstances,A-GenerationalInstanceManagerResetInstances,GenerationalInstanceManager,ResetInstances,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属被标 Both（原生）,GenerationalInstanceManager.new,A-GenerationalInstanceManagernew,GenerationalInstanceManager,new,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属被标 Both（原生）,NaturalWonderGenerator,C-NaturalWonderGenerator,NaturalWonderGenerator,,,Dot (Global),Both,,nil/否,table/是,文档偏宽：GP 未见,,,,,,,,GP=nil（该上下文不存在此面）　UI=table,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属被标 Both（原生）,NaturalWonderGenerator.Create,A-NaturalWonderGeneratorCreate,NaturalWonderGenerator,Create,,Dot (Global),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属被标 Both（原生）,NaturalWonderGenerator.__FindValidLocs,Q-NaturalWonderGenerator__FindValidLocs,NaturalWonderGenerator,__FindValidLocs,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属被标 Both（原生）,NaturalWonderGenerator.__InitNWData,A-NaturalWonderGenerator__InitNWData,NaturalWonderGenerator,__InitNWData,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属被标 Both（原生）,NaturalWonderGenerator.__PlaceWonders,A-NaturalWonderGenerator__PlaceWonders,NaturalWonderGenerator,__PlaceWonders,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属被标 Both（原生）,NaturalWonderGenerator.__ScorePlots,A-NaturalWonderGenerator__ScorePlots,NaturalWonderGenerator,__ScorePlots,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属被标 Both（原生）,PullDownInstanceManager,C-PullDownInstanceManager,PullDownInstanceManager,,,Colon (Instance),Both,,nil/否,table/是,文档偏宽：GP 未见,,,,,,,,GP=nil（该上下文不存在此面）　UI=table,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属被标 Both（原生）,PullDownInstanceManager.BuildInstance,A-PullDownInstanceManagerBuildInstance,PullDownInstanceManager,BuildInstance,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属被标 Both（原生）,PullDownInstanceManager.GetInstance,Q-PullDownInstanceManagerGetInstance,PullDownInstanceManager,GetInstance,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属被标 Both（原生）,PullDownInstanceManager.ResetInstances,A-PullDownInstanceManagerResetInstances,PullDownInstanceManager,ResetInstances,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,UI 专属被标 Both（原生）,PullDownInstanceManager.new,A-PullDownInstanceManagernew,PullDownInstanceManager,new,,Colon (Instance),Both,,ERR/否,function/是,文档偏宽：GP 未见,,,,,,,,GP=ERR（该上下文不存在此面）　UI=function,availability 改为 UI
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,标 UI 但 GP 亦可调,Events.Begin2KLoginProcess,EV-EventsBegin2KLoginProcess,Events,Begin2KLoginProcess,,Dot (Global),UI,,table/是,table/是,文档偏窄：GP 亦可见,,,,,,,,GP=table　UI=table,availability 放宽为 Both
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,标 UI 但 GP 亦可调,Events.DisableColorKey,EV-EventsDisableColorKey,Events,DisableColorKey,,Dot (Global),UI,,table/是,table/是,文档偏窄：GP 亦可见,,,,,,,,GP=table　UI=table,availability 放宽为 Both
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,标 UI 但 GP 亦可调,Events.EnableColorKey,EV-EventsEnableColorKey,Events,EnableColorKey,,Dot (Global),UI,,table/是,table/是,文档偏窄：GP 亦可见,,,,,,,,GP=table　UI=table,availability 放宽为 Both
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,标 UI 但 GP 亦可调,Events.HideLeaderScreen,EV-EventsHideLeaderScreen,Events,HideLeaderScreen,,Dot (Global),UI,,table/是,table/是,文档偏窄：GP 亦可见,,,,,,,,GP=table　UI=table,availability 放宽为 Both
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,标 UI 但 GP 亦可调,Events.RestartWonderMovie,EV-EventsRestartWonderMovie,Events,RestartWonderMovie,,Dot (Global),UI,,table/是,table/是,文档偏窄：GP 亦可见,,,,,,,,GP=table　UI=table,availability 放宽为 Both
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,标 UI 但 GP 亦可调,Events.SetGameEntryMethod,EV-EventsSetGameEntryMethod,Events,SetGameEntryMethod,,Dot (Global),UI,,table/是,table/是,文档偏窄：GP 亦可见,,,,,,,,GP=table　UI=table,availability 放宽为 Both
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,标 UI 但 GP 亦可调,Events.ShowLeaderScreen,EV-EventsShowLeaderScreen,Events,ShowLeaderScreen,,Dot (Global),UI,,table/是,table/是,文档偏窄：GP 亦可见,,,,,,,,GP=table　UI=table,availability 放宽为 Both
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,标 UI 但 GP 亦可调,Events.SystemUpdateUI,EV-EventsSystemUpdateUI,Events,SystemUpdateUI,,Dot (Global),UI,,table/是,table/是,文档偏窄：GP 亦可见,,,,,,,,GP=table　UI=table,availability 放宽为 Both
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,标 UI 但 GP 亦可调,Events.UserAcceptsEULA,EV-EventsUserAcceptsEULA,Events,UserAcceptsEULA,,Dot (Global),UI,,table/是,table/是,文档偏窄：GP 亦可见,,,,,,,,GP=table　UI=table,availability 放宽为 Both
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,标 UI 但 GP 亦可调,Events.UserAcceptsOutdatedDriver,EV-EventsUserAcceptsOutdatedDriver,Events,UserAcceptsOutdatedDriver,,Dot (Global),UI,,table/是,table/是,文档偏窄：GP 亦可见,,,,,,,,GP=table　UI=table,availability 放宽为 Both
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,标 UI 但 GP 亦可调,Events.UserAcceptsUnknownDevice,EV-EventsUserAcceptsUnknownDevice,Events,UserAcceptsUnknownDevice,,Dot (Global),UI,,table/是,table/是,文档偏窄：GP 亦可见,,,,,,,,GP=table　UI=table,availability 放宽为 Both
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,标 UI 但 GP 亦可调,Events.UserConfirmedClose,EV-EventsUserConfirmedClose,Events,UserConfirmedClose,,Dot (Global),UI,,table/是,table/是,文档偏窄：GP 亦可见,,,,,,,,GP=table　UI=table,availability 放宽为 Both
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,A availability 标错,标 UI 但 GP 亦可调,Events.WorldBuilderSignal,EV-EventsWorldBuilderSignal,Events,WorldBuilderSignal,,Dot (Global),UI,,table/是,table/是,文档偏窄：GP 亦可见,,,,,,,,GP=table　UI=table,availability 放宽为 Both
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,B 文档名可修,名称含 id 残留（损坏）,Map.GetContinentCoastalPlots.Q-MapGetCityPlotsGetPurchasedByCity,Q-MapGetContinentCoastalPlotsQ-MapGetCityPlotsGetPurchasedByCity,Map,GetContinentCoastalPlots,Q-MapGetCityPlotsGetPurchasedByCity,Dot (Global),GamePlay,,ERR/否,ERR/否,文档存疑：GP 未见,,,,,,,,名=Q-MapGetCityPlotsGetPurchasedByCity,人工订正名称后重测
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,GameInfo 子表在本局不可达,CommemorationBonuses,Q-GameInfoCommemorationBonuses,CommemorationBonuses,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GameInfo.CommemorationBonuses 双端均为 nil；Gameplay/Localization/Configuration 三库转储均无此表：疑为旧版本或其它模式/DLC 专属,标注启用条件（模式/DLC/库归属），勿当通用表使用
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,GameInfo 子表在本局不可达,DiplomacyActions,Q-GameInfoDiplomacyActions,DiplomacyActions,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GameInfo.DiplomacyActions 双端均为 nil；Gameplay/Localization/Configuration 三库转储均无此表：疑为旧版本或其它模式/DLC 专属,标注启用条件（模式/DLC/库归属），勿当通用表使用
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,GameInfo 子表在本局不可达,DistrictBuildings,Q-GameInfoDistrictBuildings,DistrictBuildings,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GameInfo.DistrictBuildings 双端均为 nil；Gameplay/Localization/Configuration 三库转储均无此表：疑为旧版本或其它模式/DLC 专属,标注启用条件（模式/DLC/库归属），勿当通用表使用
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,GameInfo 子表在本局不可达,DualHeroes,Q-GameInfoDualHeroes,DualHeroes,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GameInfo.DualHeroes 双端均为 nil；英雄与传说(Heroes & Legends)模式表：本局未启用该模式/DLC，GameInfo 无此表,标注启用条件（模式/DLC/库归属），勿当通用表使用
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,GameInfo 子表在本局不可达,GoodyHutTypes,Q-GameInfoGoodyHutTypes,GoodyHutTypes,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GameInfo.GoodyHutTypes 双端均为 nil；Gameplay/Localization/Configuration 三库转储均无此表：疑为旧版本或其它模式/DLC 专属,标注启用条件（模式/DLC/库归属），勿当通用表使用
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,GameInfo 子表在本局不可达,GreatWork_RelicData,Q-GameInfoGreatWork_RelicData,GreatWork_RelicData,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GameInfo.GreatWork_RelicData 双端均为 nil；Gameplay/Localization/Configuration 三库转储均无此表：疑为旧版本或其它模式/DLC 专属,标注启用条件（模式/DLC/库归属），勿当通用表使用
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,GameInfo 子表在本局不可达,HeroAbilities,Q-GameInfoHeroAbilities,HeroAbilities,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GameInfo.HeroAbilities 双端均为 nil；英雄与传说(Heroes & Legends)模式表：本局未启用该模式/DLC，GameInfo 无此表,标注启用条件（模式/DLC/库归属），勿当通用表使用
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,GameInfo 子表在本局不可达,HeroActions,Q-GameInfoHeroActions,HeroActions,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GameInfo.HeroActions 双端均为 nil；英雄与传说(Heroes & Legends)模式表：本局未启用该模式/DLC，GameInfo 无此表,标注启用条件（模式/DLC/库归属），勿当通用表使用
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,GameInfo 子表在本局不可达,HeroDefinitions,Q-GameInfoHeroDefinitions,HeroDefinitions,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GameInfo.HeroDefinitions 双端均为 nil；英雄与传说(Heroes & Legends)模式表：本局未启用该模式/DLC，GameInfo 无此表,标注启用条件（模式/DLC/库归属），勿当通用表使用
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,GameInfo 子表在本局不可达,Hero_AccumulatedXp,Q-GameInfoHero_AccumulatedXp,Hero_AccumulatedXp,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GameInfo.Hero_AccumulatedXp 双端均为 nil；英雄与传说(Heroes & Legends)模式表：本局未启用该模式/DLC，GameInfo 无此表,标注启用条件（模式/DLC/库归属），勿当通用表使用
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,GameInfo 子表在本局不可达,Hero_Attributes,Q-GameInfoHero_Attributes,Hero_Attributes,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GameInfo.Hero_Attributes 双端均为 nil；英雄与传说(Heroes & Legends)模式表：本局未启用该模式/DLC，GameInfo 无此表,标注启用条件（模式/DLC/库归属），勿当通用表使用
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,GameInfo 子表在本局不可达,Hero_XpNeeded,Q-GameInfoHero_XpNeeded,Hero_XpNeeded,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GameInfo.Hero_XpNeeded 双端均为 nil；英雄与传说(Heroes & Legends)模式表：本局未启用该模式/DLC，GameInfo 无此表,标注启用条件（模式/DLC/库归属），勿当通用表使用
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,GameInfo 子表在本局不可达,IconDefinitions,Q-GameInfoIconDefinitions,IconDefinitions,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GameInfo.IconDefinitions 双端均为 nil；属本地化/图标库（Localization DB 或未随本局加载），GP/UI 的 GameInfo 不暴露,标注启用条件（模式/DLC/库归属），勿当通用表使用
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,GameInfo 子表在本局不可达,Icons,Q-GameInfoIcons,Icons,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GameInfo.Icons 双端均为 nil；属本地化/图标库（Localization DB 或未随本局加载），GP/UI 的 GameInfo 不暴露,标注启用条件（模式/DLC/库归属），勿当通用表使用
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,GameInfo 子表在本局不可达,Icons_FontIcons,Q-GameInfoIcons_FontIcons,Icons_FontIcons,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GameInfo.Icons_FontIcons 双端均为 nil；属本地化/图标库（Localization DB 或未随本局加载），GP/UI 的 GameInfo 不暴露,标注启用条件（模式/DLC/库归属），勿当通用表使用
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,GameInfo 子表在本局不可达,Map_GreatPersonPoints,Q-GameInfoMap_GreatPersonPoints,Map_GreatPersonPoints,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GameInfo.Map_GreatPersonPoints 双端均为 nil；Gameplay/Localization/Configuration 三库转储均无此表：疑为旧版本或其它模式/DLC 专属,标注启用条件（模式/DLC/库归属），勿当通用表使用
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,GameInfo 子表在本局不可达,Map_TradeRoutes,Q-GameInfoMap_TradeRoutes,Map_TradeRoutes,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GameInfo.Map_TradeRoutes 双端均为 nil；Gameplay/Localization/Configuration 三库转储均无此表：疑为旧版本或其它模式/DLC 专属,标注启用条件（模式/DLC/库归属），勿当通用表使用
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,GameInfo 子表在本局不可达,NaturalWonderAdjacencies,Q-GameInfoNaturalWonderAdjacencies,NaturalWonderAdjacencies,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GameInfo.NaturalWonderAdjacencies 双端均为 nil；Gameplay/Localization/Configuration 三库转储均无此表：疑为旧版本或其它模式/DLC 专属,标注启用条件（模式/DLC/库归属），勿当通用表使用
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,GameInfo 子表在本局不可达,NaturalWonderTypeAdjacencies,Q-GameInfoNaturalWonderTypeAdjacencies,NaturalWonderTypeAdjacencies,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GameInfo.NaturalWonderTypeAdjacencies 双端均为 nil；Gameplay/Localization/Configuration 三库转储均无此表：疑为旧版本或其它模式/DLC 专属,标注启用条件（模式/DLC/库归属），勿当通用表使用
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,GameInfo 子表在本局不可达,VotedEffects,Q-GameInfoVotedEffects,VotedEffects,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GameInfo.VotedEffects 双端均为 nil；Gameplay/Localization/Configuration 三库转储均无此表：疑为旧版本或其它模式/DLC 专属,标注启用条件（模式/DLC/库归属），勿当通用表使用
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,Game.GetLocalTeam,Q-GameGetLocalTeam,Game,GetLocalTeam,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,Locale.ConvertTextKey,Q-LocaleConvertTextKey,Locale,ConvertTextKey,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,Relationship,C-Relationship,Relationship,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,Relationship.IsValidWithAI,A-RelationshipIsValidWithAI,Relationship,IsValidWithAI,,Dot (Global),Both,,ERR/否,ERR/否,文档偏宽：双端均未见,,,,,,,,GP=ERR/否　UI=ERR/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,Relationship.IsValidWithHuman,A-RelationshipIsValidWithHuman,Relationship,IsValidWithHuman,,Dot (Global),Both,,ERR/否,ERR/否,文档偏宽：双端均未见,,,,,,,,GP=ERR/否　UI=ERR/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,Tests.End,C-Tests.End,Tests.End,,,Dot (Global),Both,,ERR/否,ERR/否,文档偏宽：双端均未见,,,,,,,,GP=ERR/否　UI=ERR/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,Tests.End.Run,A-Tests.EndRun,Tests.End,Run,,Dot (Global),Both,,ERR/否,ERR/否,文档偏宽：双端均未见,,,,,,,,GP=ERR/否　UI=ERR/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,Tests.PauseGame,C-Tests.PauseGame,Tests.PauseGame,,,Dot (Global),Both,,ERR/否,ERR/否,文档偏宽：双端均未见,,,,,,,,GP=ERR/否　UI=ERR/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,Tests.PauseGame.Run,A-Tests.PauseGameRun,Tests.PauseGame,Run,,Dot (Global),Both,,ERR/否,ERR/否,文档偏宽：双端均未见,,,,,,,,GP=ERR/否　UI=ERR/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,Tests.QuitApp,C-Tests.QuitApp,Tests.QuitApp,,,Dot (Global),Both,,ERR/否,ERR/否,文档偏宽：双端均未见,,,,,,,,GP=ERR/否　UI=ERR/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,Tests.QuitApp.Run,A-Tests.QuitAppRun,Tests.QuitApp,Run,,Dot (Global),Both,,ERR/否,ERR/否,文档偏宽：双端均未见,,,,,,,,GP=ERR/否　UI=ERR/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,Tests.QuitGame,C-Tests.QuitGame,Tests.QuitGame,,,Dot (Global),Both,,ERR/否,ERR/否,文档偏宽：双端均未见,,,,,,,,GP=ERR/否　UI=ERR/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,Tests.QuitGame.Run,A-Tests.QuitGameRun,Tests.QuitGame,Run,,Dot (Global),Both,,ERR/否,ERR/否,文档偏宽：双端均未见,,,,,,,,GP=ERR/否　UI=ERR/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,Tools,C-Tools,Tools,,,Dot (Global),Both,,nil/否,nil/否,文档偏宽：双端均未见,,,,,,,,GP=nil/否　UI=nil/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,Tools.ListHashRefs,A-ToolsListHashRefs,Tools,ListHashRefs,,Dot (Global),Both,,ERR/否,ERR/否,文档偏宽：双端均未见,,,,,,,,GP=ERR/否　UI=ERR/否,裁决：删除条目 / 标注版本或 DLC 条件
P4,L2 助手未收录,低（助手数据集已剔除该命名空间，可沿用）,C 运行时确无此名,文档偏宽：双端均未见,Tools.LookUphash,Q-ToolsLookUphash,Tools,LookUphash,,Dot (Global),Both,,ERR/否,ERR/否,文档偏宽：双端均未见,,,,,,,,GP=ERR/否　UI=ERR/否,裁决：删除条目 / 标注版本或 DLC 条件
